t s magnitude
  0   1 -2.17913721529781190256
  1   1 -2.72666806175603992912
  2   1 -1.55656166753411739911
  3   1 -1.37774279120464404613
  4   1 -1.02591683613892192817
  5   1 -1.52627598290792843017
  6   1 -0.17697389932352564079
  7   1 0.00000000000000000000
  8   1 0.00000000000000000000
  9   1 0.00000000000000000000
 10   1 0.00000000000000000000
 11   1 0.00000000000000000000
 12   1 0.00000000000000000000
 13   1 0.00000000000000000000
 14   1 0.00000000000000000000
 15   1 0.00000000000000000000
 16   1 0.00000000000000000000
 17   1 0.00000000000000000000
 18   1 0.00000000000000000000
 19   1 0.00000000000000000000
 20   1 0.00000000000000000000
 21   1 0.00000000000000000000
 22   1 0.00000000000000000000
 23   1 0.00000000000000000000
 24   1 0.00000000000000000000
 25   1 0.00000000000000000000
 26   1 0.00000000000000000000
 27   1 0.00000000000000000000
 28   1 0.00000000000000000000
 29   1 0.00000000000000000000
 30   1 0.00000000000000000000
 31   1 0.00000000000000000000
 32   1 0.00000000000000000000
 33   1 0.00000000000000000000
 34   1 0.00000000000000000000
 35   1 0.00000000000000000000
 36   1 0.00000000000000000000
 37   1 0.00000000000000000000
 38   1 0.00000000000000000000
 39   1 0.00000000000000000000
 40   1 0.00000000000000000000
 41   1 0.00000000000000000000
 42   1 0.00000000000000000000
 43   1 0.00000000000000000000
 44   1 0.00000000000000000000
 45   1 0.00000000000000000000
 46   1 0.00000000000000000000
 47   1 0.00000000000000000000
 48   1 0.00000000000000000000
 49   1 0.00000000000000000000
 50   1 0.00000000000000000000
 51   1 0.00000000000000000000
 52   1 0.00000000000000000000
 53   1 0.00000000000000000000
 54   1 0.00000000000000000000
 55   1 0.00000000000000000000
 56   1 0.00000000000000000000
 57   1 0.00000000000000000000
 58   1 0.00000000000000000000
 59   1 0.00000000000000000000
 60   1 0.00000000000000000000
 61   1 0.00000000000000000000
 62   1 0.00000000000000000000
 63   1 0.00000000000000000000
 64   1 0.00000000000000000000
 65   1 0.00000000000000000000
 66   1 0.00000000000000000000
 67   1 0.00000000000000000000
 68   1 0.00000000000000000000
 69   1 0.00000000000000000000
 70   1 0.00000000000000000000
 71   1 0.00000000000000000000
 72   1 0.00000000000000000000
 73   1 0.00000000000000000000
 74   1 0.00000000000000000000
 75   1 0.00000000000000000000
 76   1 0.00000000000000000000
 77   1 0.00000000000000000000
 78   1 0.00000000000000000000
 79   1 0.00000000000000000000
 80   1 0.00000000000000000000
 81   1 0.00000000000000000000
 82   1 0.00000000000000000000
 83   1 0.00000000000000000000
 84   1 0.00000000000000000000
 85   1 0.00000000000000000000
 86   1 0.00000000000000000000
 87   1 0.00000000000000000000
 88   1 0.00000000000000000000
 89   1 0.00000000000000000000
 90   1 0.00000000000000000000
 91   1 0.00000000000000000000
 92   1 0.00000000000000000000
 93   1 0.00000000000000000000
 94   1 0.00000000000000000000
 95   1 0.00000000000000000000
 96   1 0.00000000000000000000
 97   1 0.00000000000000000000
 98   1 0.00000000000000000000
 99   1 0.00000000000000000000
100   1 0.00000000000000000000
  0   2 -3.66540912433024779205
  1   2 -4.20250382820346146673
  2   2 -3.60022601169040257219
  3   2 -3.81869131095632452499
  4   2 -4.13804574187083318293
  5   2 -2.71301991809721165794
  6   2 -1.98730433073195200677
  7   2 -2.46517831235048090477
  8   2 -1.85836773386388220963
  9   2 -1.49908919343439528404
 10   2 -1.90707362515862355323
 11   2 -1.74921928129509751670
 12   2 -2.41427730392939254855
 13   2 -0.28144402474637875144
 14   2 0.00000000000000000000
 15   2 0.00000000000000000000
 16   2 0.00000000000000000000
 17   2 0.00000000000000000000
 18   2 0.00000000000000000000
 19   2 0.00000000000000000000
 20   2 0.00000000000000000000
 21   2 0.00000000000000000000
 22   2 0.00000000000000000000
 23   2 0.00000000000000000000
 24   2 0.00000000000000000000
 25   2 0.00000000000000000000
 26   2 0.00000000000000000000
 27   2 0.00000000000000000000
 28   2 0.00000000000000000000
 29   2 0.00000000000000000000
 30   2 0.00000000000000000000
 31   2 0.00000000000000000000
 32   2 0.00000000000000000000
 33   2 0.00000000000000000000
 34   2 0.00000000000000000000
 35   2 0.00000000000000000000
 36   2 0.00000000000000000000
 37   2 0.00000000000000000000
 38   2 0.00000000000000000000
 39   2 0.00000000000000000000
 40   2 0.00000000000000000000
 41   2 0.00000000000000000000
 42   2 0.00000000000000000000
 43   2 0.00000000000000000000
 44   2 0.00000000000000000000
 45   2 0.00000000000000000000
 46   2 0.00000000000000000000
 47   2 0.00000000000000000000
 48   2 0.00000000000000000000
 49   2 0.00000000000000000000
 50   2 0.00000000000000000000
 51   2 0.00000000000000000000
 52   2 0.00000000000000000000
 53   2 0.00000000000000000000
 54   2 0.00000000000000000000
 55   2 0.00000000000000000000
 56   2 0.00000000000000000000
 57   2 0.00000000000000000000
 58   2 0.00000000000000000000
 59   2 0.00000000000000000000
 60   2 0.00000000000000000000
 61   2 0.00000000000000000000
