t s magnitude
  0   1 -1.82279412104492699598
  1   1 -2.14572520284493606368
  2   1 -1.40367866838118371398
  3   1 -1.07883529828960078589
  4   1 -1.18684361519877068503
  5   1 -0.85997140529915871987
  6   1 -0.77639133320094089186
  7   1 0.00000000000000000000
  8   1 0.00000000000000000000
  9   1 0.00000000000000000000
 10   1 0.00000000000000000000
 11   1 0.00000000000000000000
 12   1 0.00000000000000000000
 13   1 0.00000000000000000000
 14   1 0.00000000000000000000
 15   1 0.00000000000000000000
 16   1 0.00000000000000000000
 17   1 0.00000000000000000000
 18   1 0.00000000000000000000
 19   1 0.00000000000000000000
 20   1 0.00000000000000000000
 21   1 0.00000000000000000000
 22   1 0.00000000000000000000
 23   1 0.00000000000000000000
 24   1 0.00000000000000000000
 25   1 0.00000000000000000000
 26   1 0.00000000000000000000
 27   1 0.00000000000000000000
 28   1 0.00000000000000000000
 29   1 0.00000000000000000000
 30   1 0.00000000000000000000
 31   1 0.00000000000000000000
 32   1 0.00000000000000000000
 33   1 0.00000000000000000000
 34   1 0.00000000000000000000
 35   1 0.00000000000000000000
 36   1 0.00000000000000000000
 37   1 0.00000000000000000000
 38   1 0.00000000000000000000
 39   1 0.00000000000000000000
 40   1 0.00000000000000000000
 41   1 0.00000000000000000000
 42   1 0.00000000000000000000
 43   1 0.00000000000000000000
 44   1 0.00000000000000000000
 45   1 0.00000000000000000000
 46   1 0.00000000000000000000
 47   1 0.00000000000000000000
 48   1 0.00000000000000000000
 49   1 0.00000000000000000000
 50   1 0.00000000000000000000
 51   1 0.00000000000000000000
 52   1 0.00000000000000000000
 53   1 0.00000000000000000000
 54   1 0.00000000000000000000
 55   1 0.00000000000000000000
 56   1 0.00000000000000000000
 57   1 0.00000000000000000000
 58   1 0.00000000000000000000
 59   1 0.00000000000000000000
 60   1 0.00000000000000000000
 61   1 0.00000000000000000000
 62   1 0.00000000000000000000
 63   1 0.00000000000000000000
 64   1 0.00000000000000000000
 65   1 0.00000000000000000000
 66   1 0.00000000000000000000
 67   1 0.00000000000000000000
 68   1 0.00000000000000000000
 69   1 0.00000000000000000000
 70   1 0.00000000000000000000
 71   1 0.00000000000000000000
 72   1 0.00000000000000000000
 73   1 0.00000000000000000000
 74   1 0.00000000000000000000
 75   1 0.00000000000000000000
 76   1 0.00000000000000000000
 77   1 0.00000000000000000000
 78   1 0.00000000000000000000
 79   1 0.00000000000000000000
 80   1 0.00000000000000000000
 81   1 0.00000000000000000000
 82   1 0.00000000000000000000
 83   1 0.00000000000000000000
 84   1 0.00000000000000000000
 85   1 0.00000000000000000000
 86   1 0.00000000000000000000
 87   1 0.00000000000000000000
 88   1 0.00000000000000000000
 89   1 0.00000000000000000000
 90   1 0.00000000000000000000
 91   1 0.00000000000000000000
 92   1 0.00000000000000000000
 93   1 0.00000000000000000000
 94   1 0.00000000000000000000
 95   1 0.00000000000000000000
 96   1 0.00000000000000000000
 97   1 0.00000000000000000000
 98   1 0.00000000000000000000
 99   1 0.00000000000000000000
100   1 0.00000000000000000000
  0   2 -4.18451639690243126779
  1   2 -3.87533940538538645981
  2   2 -3.42768465448954140484
  3   2 -2.95785891422440805343
  4   2 -2.98052247347197774019
  5   2 -2.78932150022920444243
  6   2 -2.41572494758855249586
  7   2 -1.84592329803720534009
  8   2 -1.86322290062546791489
  9   2 -1.49908919343439528404
 10   2 -1.12137907107310308419
 11   2 -0.95984937117750790403
 12   2 -0.86925594218670521052
 13   2 -0.60673664966516149821
 14   2 0.00000000000000000000
 15   2 0.00000000000000000000
 16   2 0.00000000000000000000
 17   2 0.00000000000000000000
 18   2 0.00000000000000000000
 19   2 0.00000000000000000000
 20   2 0.00000000000000000000
 21   2 0.00000000000000000000
 22   2 0.00000000000000000000
 23   2 0.00000000000000000000
 24   2 0.00000000000000000000
 25   2 0.00000000000000000000
